asset_date,vcoin_id,currency,币种状态,开盘时间,官网,合约地址,official_twitter,family,chain_id,dex_chain_id,chain_source,chain_status
2026-05-31,a3b6e3d5e628423fb6c71098fe497620,IWNON,正常,2026-04-15 20:00:00,https://app.ondo.finance/assets/iwnon,0x9DCf7f739B8C0270E2FC0Cc8D0DaBe355a150dBa,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,795033e2159f4c46a58bb428023274ab,IWFON,正常,2026-04-15 20:00:00,https://app.ondo.finance/assets/iwfon,0x8d05432C2786e3F93f1a9A62b9572DBf54f3ea06,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,3968bb5b967b4c24ac6e0ecb35922bd8,ITAON,正常,2026-04-15 20:00:00,https://app.ondo.finance/assets/itaon,0x68622855dcf14ced1B0Cc2A69cc34843708e2E0f,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,a4cb196035484f87bdd5e8529d823ce2,WFCON,正常,2026-04-15 20:00:00,https://app.ondo.finance/assets/wfcon,0x4AD2118Da8a65eaa81402A3d583FEF6eE76BDf3F,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,6ee3c1e00aa0471b876bc4ebb61803ec,ST,正常,2026-04-15 18:05:00,https://www.sentio.xyz/,0x70BE40667385500c5da7f108a022E21B606045DD,https://twitter.com/sentioxyz,evm,,,,missing_chain_id
2026-05-31,f5707b209aee44df933fe4461e6b1c73,UNC,正常,2026-04-15 12:50:00,,ACtfUWtgvaXrQGNMiohTusi5jcx5RJf5zwu9aAxkpump,,solana,solana,solana,address_format,
2026-05-31,4d6de9dfac9f4fd484533223d473d305,BELIEF,正常,2026-04-14 12:00:00,,29CWsqH84TykHDDwA6DtETUtXQPuKbVgKCmxtkBsbrrr,https://x.com/BeliefOnPrintr,solana,solana,solana,address_format,
2026-05-31,87ccc4b6cd544a1794b2226f225fa424,GENIUS,正常,2026-04-13 23:00:00,https://www.tradegenius.com/home,0x1F12B85aAC097E43Aa1555b2881E98a51090e9A6,https://twitter.com/GeniusTerminal,evm,,,,missing_chain_id
2026-05-31,52b99f9141ec4522a55dc9eda52ab849,OFC,正常,2026-04-09 18:00:00,https://club.onefootball.com/,0x752C5a95d202972E124390F30a50154409d3c858,https://twitter.com/ofc_the_club,evm,,,,missing_chain_id
2026-05-31,2bb0a7e860844de1b305d0cdb8f05962,USDS,正常,2026-04-09 16:00:00,https://sky.money/,0xdC035D45d973E3EC169d2276DDab16f1e407384F,https://twitter.com/SkyEcosystem,evm,,,,missing_chain_id
2026-05-31,146416ed93864e0b8f3fb4a1f7abd75e,共建,正常,2026-04-08 23:20:00,,0xB2aCF3AE051c7F0B0b8DE90CbB4eD99312574444,https://x.com/codesvanta,evm,,,,missing_chain_id
2026-05-31,b2b000c3219147b1806e84dfc9e1b1d3,INDAON,正常,2026-04-08 21:00:00,https://app.ondo.finance/assets/indaon,0xa6CdB19b22B03e03EA89e133A8a46aDc3017aa6d,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,89190e5c869d41db94821fbbe5bb0270,EFAON,正常,2026-04-08 21:00:00,https://app.ondo.finance/assets/efaon,0x4111b60bc87F2Bd1e81E783E271D7F0ec6EE088B,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,07333ede100a4b50812b33d6d81965e0,GPAD,正常,2026-04-08 20:00:00,https://gamepad.co,0x016d7E079740a407d6AB3Bb43066DfcBA41915e8,https://x.com/GamePad_co,evm,,,,missing_chain_id
2026-05-31,258387bd36324818870e069ba4b0b82c,ETNON,正常,2026-04-08 20:00:00,https://app.ondo.finance/assets/etnon,0x9b56f5ED5A94Ae3266b7FF21953e6626F94008F1,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,1a7156b6693b4aa5a6224acc8faf3cf9,EEMON,正常,2026-04-08 20:00:00,https://app.ondo.finance/assets/eemon,0x77A1a02e4a888ADA8620b93C30dE8a41E621126c,https://twitter.com/ondofinance,evm,,,,missing_chain_id
2026-05-31,400ba15d84254b62a0b04a4d5ac4e06d,BULL,正常,2026-04-08 10:20:00,,3TYgKwkE2Y3rxdw9osLRSpxpXmSC1C1oo19W9KHspump,https://x.com/bullthemarket,solana,solana,solana,address_format,
